date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:19:49	275112/275112	---M--	200	added ('OK')	text/javascript	etag:%2231034b7f275a993a%22	https://cdn.ampproject.org/v0.js	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/cdn.ampproject.org/v0.js	(from https://oliverrice.net/post/642152110737276928/amp)
09:19:49	95778/95778	---M--	200	added ('OK')	text/javascript	etag:%2293504c6da7562eb5%22	https://cdn.ampproject.org/v0/amp-analytics-0.1.js	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/cdn.ampproject.org/v0/amp-analytics-0.1.js	(from https://oliverrice.net/post/642152110737276928/amp)
09:19:50	21320/21320	---M--	200	added ('OK')	text/javascript	etag:%220a884e75e618e043%22	https://cdn.ampproject.org/v0/amp-iframe-0.1.js	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/cdn.ampproject.org/v0/amp-iframe-0.1.js	(from https://oliverrice.net/post/642152110737276928/amp)
09:19:53	39308/39308	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226055c3b9-998c%22	https://oliverrice.net/fonts/tumblr-icons/tumblr-icons_e24c07a0f2ea4f19997f508adc0110e4.eot?v=0539fef132e181d31898a023769fdd33	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/fonts/tumblr-icons/tumblr-icons_e24c07a0f2ea4f19997f508adc0110e4899c.eot	(from https://oliverrice.net/post/642152110737276928/amp)
09:19:55	20972/20972	---M--	200	added ('OK')	application/font-woff2	etag:%2260559503-51ec%22	https://oliverrice.net/fonts/tumblr-icons/tumblr-icons_e24c07a0f2ea4f19997f508adc0110e4.woff2?v=ace24d0e0ad76b7fa49a172b4272c348	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/fonts/tumblr-icons/tumblr-icons_e24c07a0f2ea4f19997f508adc0110e44f29.woff2	(from https://oliverrice.net/post/642152110737276928/amp)
09:19:55	24804/24804	---M--	200	added ('OK')	application/font-woff	etag:%226048617e-60e4%22	https://oliverrice.net/fonts/tumblr-icons/tumblr-icons_e24c07a0f2ea4f19997f508adc0110e4.woff?v=a9e364ea5c63072508036529a5db954d	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/fonts/tumblr-icons/tumblr-icons_e24c07a0f2ea4f19997f508adc0110e4655a.woff	(from https://oliverrice.net/post/642152110737276928/amp)
09:19:55	39124/39124	---MCZ	200	added ('OK')	font/ttf	etag:W/%226055c3b9-98d4%22	https://oliverrice.net/fonts/tumblr-icons/tumblr-icons_e24c07a0f2ea4f19997f508adc0110e4.ttf?v=05d2c2e904392d15a081f147a73a3a68	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/fonts/tumblr-icons/tumblr-icons_e24c07a0f2ea4f19997f508adc0110e4eb0e.ttf	(from https://oliverrice.net/post/642152110737276928/amp)
09:19:56	374186/374186	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260531d6f-5b5aa%22	https://oliverrice.net/fonts/tumblr-icons/tumblr-icons_e24c07a0f2ea4f19997f508adc0110e4.svg?v=5f5fe4a3fe72fbef43a8c0dcb02af888	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/fonts/tumblr-icons/tumblr-icons_e24c07a0f2ea4f19997f508adc0110e40332.svg	(from https://oliverrice.net/post/642152110737276928/amp)
09:20:00	10783/10783	---M-Z	200	added ('OK')	text/html	etag:W/%222a1f-8KnBcy/XZ+tMDYUlWj0cWsdLgkk%22	https://oliverrice.net/archive	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/archive.html	(from https://oliverrice.net/post/642152110737276928/amp)
09:20:00	102711/102711	---M--	200	added ('OK')	image/png	etag:%22eb3c3bec00fadaa03a72a2203b11d788-1498089600-b93400b%22	https://64.media.tumblr.com/77701f37d660d3b52309f71161a46ac3/32a43f64ec2399f5-8c/s2048x3072/e60e4f6b0d0cddd66721d8a11455bd8e088fb7af.png	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/77701f37d660d3b52309f71161a46ac3/32a43f64ec2399f5-8c/s2048x3072/tumblr_77701f37d660d3b52309f71161a46ac3_e60e4f6b_2048.png	(from https://oliverrice.net/post/642152110737276928/amp)
09:20:00	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2022%20Mar%202021%2022:19:59%20GMT	https://oliverrice.net/reblog/oliverrice/642152110737276928/q14hYvfe	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/reblog/oliverrice/642152110737276928/q14hYvfe	(from https://oliverrice.net/post/642152110737276928/amp)
09:20:02	129687/129687	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:20:00%20GMT	https://oliverrice.net/?amp_see_more=1	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/index2e13.html	(from https://oliverrice.net/post/642152110737276928/amp)
09:20:02	1818/1818	---M--	200	added ('OK')	image/png	etag:W/%2271a-177971d97b8%22	https://assets.tumblr.com/pop/favicons/apple-touch-icon-aa535717.png	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/assets.tumblr.com/pop/favicons/apple-touch-icon-aa535717.png	(from https://oliverrice.net/image/642152110737276928)
09:20:05	27815/27815	---MCZ	200	added ('OK')	text/css	etag:W/%226ca7-177cf742398%22	https://assets.tumblr.com/pop/main-8e601160.css	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/assets.tumblr.com/pop/main-8e601160.css	(from https://oliverrice.net/image/642152110737276928)
09:20:07	175543/175543	---MCZ	200	added ('OK')	text/css	etag:W/%222adb7-1785ade85e0%22	https://assets.tumblr.com/pop/shared-978e5d67.css	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/assets.tumblr.com/pop/shared-978e5d67.css	(from https://oliverrice.net/image/642152110737276928)
09:20:07	417/417	---MCZ	200	added ('OK')	text/css	etag:W/%221a1-175d2342c60%22	https://assets.tumblr.com/pop/image-page-6bef43d4.css	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/assets.tumblr.com/pop/image-page-6bef43d4.css	(from https://oliverrice.net/image/642152110737276928)
09:20:07	6507/6507	---MCZ	200	added ('OK')	application/javascript	etag:W/%22196b-1785afaa518%22	https://assets.tumblr.com/pop/js/runtime-3f8479e0.js	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/assets.tumblr.com/pop/js/runtime-3f8479e0.js	(from https://oliverrice.net/image/642152110737276928)
09:20:07	802732/802732	---M--	200	added ('OK')	image/jpeg	etag:%22bae09e2024d5e180616a4819f8f02cf9-1498089600-b93400b%22	https://64.media.tumblr.com/9a26a13e45a8de56cf0c08554707b8c6/a3cf3b5c0692e255-27/s2048x3072/4b44e29fc81dfe3806539976ec8a0a76583b6b54.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/9a26a13e45a8de56cf0c08554707b8c6/a3cf3b5c0692e255-27/s2048x3072/tumblr_9a26a13e45a8de56cf0c08554707b8c6_4b44e29f_2048.jpg	(from https://oliverrice.net/image/642152110737276928)
09:20:09	407809/407809	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263901-1785a761398%22	https://assets.tumblr.com/pop/js/main-9f112c20.js	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/assets.tumblr.com/pop/js/main-9f112c20.js	(from https://oliverrice.net/image/642152110737276928)
09:20:09	1059756/1059756	---MCZ	200	added ('OK')	application/javascript	etag:W/%22102bac-177db272a28%22	https://assets.tumblr.com/pop/js/vendor-957d1abb.js	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/assets.tumblr.com/pop/js/vendor-957d1abb.js	(from https://oliverrice.net/image/642152110737276928)
09:20:10	20/-1	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2022%20Mar%202021%2022:20:09%20GMT	https://www.pinterest.com/robots.txt		(from https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/642152110737276928&media=https://64.media.tumblr.com/9a26a13e45a8de56cf0c08554707b8c6/a3cf3b5c0692e255-27/s500x750/19c9be9c5a46f020ea6890bc8569466f1f21d0e2.jpg)
09:20:12	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2022%20Mar%202021%2022:20:11%20GMT	https://www.pinterest.com.au/pin/create/button/?url=https://oliverrice.net/post/642152110737276928%26media=https://64.media.tumblr.com/9a26a13e45a8de56cf0c08554707b8c6/a3cf3b5c0692e255-27/s500x750/19c9be9c5a46f020ea6890bc8569466f1f21d0e2.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/www.pinterest.com.au/pin/create/button/index6e0c.html	(from https://www.pinterest.com/pin/create/button/?url=https://oliverrice.net/post/642152110737276928%26media=https://64.media.tumblr.com/9a26a13e45a8de56cf0c08554707b8c6/a3cf3b5c0692e255-27/s500x750/19c9be9c5a46f020ea6890bc8569466f1f21d0e2.jpg)
09:20:13	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2022%20Mar%202021%2022:20:12%20GMT	https://oliverrice.net/reblog/oliverrice/642152083440697344/t6jFgy0r	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/reblog/oliverrice/642152083440697344/t6jFgy0r.119.delayed	(from https://oliverrice.net/post/642152083440697344/amp)
09:20:17	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2022%20Mar%202021%2022:20:15%20GMT	https://oliverrice.net/reblog/oliverrice/642152011161370624/XbZJhOFL	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/reblog/oliverrice/642152011161370624/XbZJhOFL	(from https://oliverrice.net/post/642152011161370624/amp)
09:20:17	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2022%20Mar%202021%2022:20:16%20GMT	https://www.pinterest.com.au/pin/create/button/?url=https://oliverrice.net/post/642152083440697344%26media=https://64.media.tumblr.com/057e166852eb07268274a32396b5ae5b/1cf3ce4f7d5eb4ab-fc/s500x750/fd1aec61aa7892b30a7c09e4e428edc958db5d4e.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/www.pinterest.com.au/pin/create/button/index1cf0.html	(from https://www.pinterest.com/pin/create/button/?url=https://oliverrice.net/post/642152083440697344%26media=https://64.media.tumblr.com/057e166852eb07268274a32396b5ae5b/1cf3ce4f7d5eb4ab-fc/s500x750/fd1aec61aa7892b30a7c09e4e428edc958db5d4e.jpg)
09:20:18	813074/813074	---M--	200	added ('OK')	image/jpeg	etag:%2225bd01cd1b78f7597f9ea8ac4f15c050-1498089600-b93400b%22	https://64.media.tumblr.com/057e166852eb07268274a32396b5ae5b/1cf3ce4f7d5eb4ab-fc/s2048x3072/d01b581f4253eee992360768691932f027a0f21d.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/057e166852eb07268274a32396b5ae5b/1cf3ce4f7d5eb4ab-fc/s2048x3072/tumblr_057e166852eb07268274a32396b5ae5b_d01b581f_2048.jpg	(from https://oliverrice.net/image/642152083440697344)
09:20:19	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2022%20Mar%202021%2022:20:18%20GMT	https://oliverrice.net/reblog/oliverrice/642151859543523328/AnEH9PtS	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/reblog/oliverrice/642151859543523328/AnEH9PtS	(from https://oliverrice.net/post/642151859543523328/amp)
09:20:20	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2022%20Mar%202021%2022:20:19%20GMT	https://www.pinterest.com.au/pin/create/button/?url=https://oliverrice.net/post/642152011161370624%26media=https://64.media.tumblr.com/ab20d383b093d681a4ac7e36ed95037d/219355e4d1308a74-05/s500x750/e804fb4db4fe43a6bb7bfe448bc147a6ee1c54b2.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/www.pinterest.com.au/pin/create/button/indexc9df.html	(from https://www.pinterest.com/pin/create/button/?url=https://oliverrice.net/post/642152011161370624%26media=https://64.media.tumblr.com/ab20d383b093d681a4ac7e36ed95037d/219355e4d1308a74-05/s500x750/e804fb4db4fe43a6bb7bfe448bc147a6ee1c54b2.jpg)
09:20:22	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2022%20Mar%202021%2022:20:21%20GMT	https://www.pinterest.com.au/pin/create/button/?url=https://oliverrice.net/post/642151859543523328%26media=https://64.media.tumblr.com/04ba123d93d28d6241fa3e3d8978b898/2577b9d13efc0d72-59/s500x750/6bb1ff2f3de73fd883596a0cec2b10a946b166dc.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/www.pinterest.com.au/pin/create/button/index6c7d.html	(from https://www.pinterest.com/pin/create/button/?url=https://oliverrice.net/post/642151859543523328%26media=https://64.media.tumblr.com/04ba123d93d28d6241fa3e3d8978b898/2577b9d13efc0d72-59/s500x750/6bb1ff2f3de73fd883596a0cec2b10a946b166dc.jpg)
09:20:23	131058/131058	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:20:21%20GMT	https://oliverrice.net/tagged/mixed%20media	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/tagged/mixed%20media.html	(from https://oliverrice.net/post/622936205682753536/amp)
09:20:24	1036175/1036175	---M--	200	added ('OK')	image/jpeg	etag:%22cde6997b5f98e7db4ba871420a935093-1498089600-b93400b%22	https://64.media.tumblr.com/04ba123d93d28d6241fa3e3d8978b898/2577b9d13efc0d72-59/s2048x3072/6e1e869f4999aa9703a9e62b7cae070ba9fd56e0.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/04ba123d93d28d6241fa3e3d8978b898/2577b9d13efc0d72-59/s2048x3072/tumblr_04ba123d93d28d6241fa3e3d8978b898_6e1e869f_2048.jpg	(from https://oliverrice.net/image/642151859543523328)
09:20:24	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2022%20Mar%202021%2022:20:23%20GMT	https://oliverrice.net/reblog/oliverrice/622936205682753536/kUVQ0sib	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/reblog/oliverrice/622936205682753536/kUVQ0sib.120.delayed	(from https://oliverrice.net/post/622936205682753536/amp)
09:20:27	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2022%20Mar%202021%2022:20:25%20GMT	https://www.pinterest.com.au/pin/create/button/?url=https://oliverrice.net/post/622936205682753536%26media=https://64.media.tumblr.com/43e4d8bb63d2292693d531d26b58ca12/5669c93f947b273e-01/s500x750/8c21a21c3686d24c1b20a1fbac08de2e15b1a19b.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/www.pinterest.com.au/pin/create/button/index8f54.html	(from https://www.pinterest.com/pin/create/button/?url=https://oliverrice.net/post/622936205682753536%26media=https://64.media.tumblr.com/43e4d8bb63d2292693d531d26b58ca12/5669c93f947b273e-01/s500x750/8c21a21c3686d24c1b20a1fbac08de2e15b1a19b.jpg)
09:20:27	987928/987928	---M--	200	added ('OK')	image/jpeg	etag:%22981c56f3e583e58b60f2f3d074048900-1498089600-b93400b%22	https://64.media.tumblr.com/ab20d383b093d681a4ac7e36ed95037d/219355e4d1308a74-05/s2048x3072/ad02f85c9fc16aae04c54d470ce62e56a86f1920.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/ab20d383b093d681a4ac7e36ed95037d/219355e4d1308a74-05/s2048x3072/tumblr_ab20d383b093d681a4ac7e36ed95037d_ad02f85c_2048.jpg	(from https://oliverrice.net/image/642152011161370624)
09:20:28	58429/58429	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:20:26%20GMT	https://oliverrice.net/post/android-app://com.tumblr/tumblr/x-callback-url/blog?blogName=oliverrice%26postID=615420305182228480	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/android-app_/com.tumblr/tumblr/x-callback-url/blog9479	(from https://oliverrice.net/post/615420305182228480)
09:20:28	58404/58404	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:20:27%20GMT	https://oliverrice.net/post/ios-app://305343404/tumblr/x-callback-url/blog?blogName=oliverrice&postID=615420305182228480	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/ios-app_/305343404/tumblr/x-callback-url/blogdf0e	(from https://oliverrice.net/post/615420305182228480)
09:20:29	40146/40146	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:20:27%20GMT	https://oliverrice.net/post/615420305182228480/amp	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615420305182228480/amp.html	(from https://oliverrice.net/post/615420305182228480)
09:20:29	15420/15420	---M-Z	200	added ('OK')	text/html	etag:W/%223c3c-myE3jerKXaEUTDdlRltucLAGVqM%22	https://oliverrice.net/image/615420305182228480	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/image/615420305182228480.html	(from https://oliverrice.net/post/615420305182228480)
09:20:31	58432/58432	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:20:30%20GMT	https://oliverrice.net/post/android-app://com.tumblr/tumblr/x-callback-url/blog?blogName=oliverrice%26postID=615420122609451008	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/android-app_/com.tumblr/tumblr/x-callback-url/blog4b6c	(from https://oliverrice.net/post/615420122609451008)
09:20:31	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2022%20Mar%202021%2022:20:30%20GMT	https://www.pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615420305182228480%26media=https://64.media.tumblr.com/89aee5aa2919d06e7072520834ae7ee7/5e25b377ab66177a-69/s500x750/00478159d8c7300c83b22cf455ef4234ec436cbf.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/www.pinterest.com/pin/create/button/index8b3a.html	(from https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615420305182228480&media=https://64.media.tumblr.com/89aee5aa2919d06e7072520834ae7ee7/5e25b377ab66177a-69/s500x750/00478159d8c7300c83b22cf455ef4234ec436cbf.jpg)
09:20:32	58444/58444	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:20:30%20GMT	https://oliverrice.net/post/ios-app://305343404/tumblr/x-callback-url/blog?blogName=oliverrice&postID=615420122609451008	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/ios-app_/305343404/tumblr/x-callback-url/blog5c10	(from https://oliverrice.net/post/615420122609451008)
09:20:32	40278/40278	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:20:31%20GMT	https://oliverrice.net/post/615420122609451008/amp	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615420122609451008/amp.html	(from https://oliverrice.net/post/615420122609451008)
09:20:33	15420/15420	---M-Z	200	added ('OK')	text/html	etag:W/%223c3c-cGy0Xkdz6+JzYytAXehQqwtgG7g%22	https://oliverrice.net/image/615420122609451008	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/image/615420122609451008.html	(from https://oliverrice.net/post/615420122609451008)
09:20:34	1824099/1824099	---M--	200	added ('OK')	image/jpeg	etag:%2267077e8d1582568bbab210c720773416-1498089600-b93400b%22	https://64.media.tumblr.com/43e4d8bb63d2292693d531d26b58ca12/5669c93f947b273e-01/s2048x3072/a295cf0030f47baded7c7b6e1d0586c7940b8c43.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/43e4d8bb63d2292693d531d26b58ca12/5669c93f947b273e-01/s2048x3072/tumblr_43e4d8bb63d2292693d531d26b58ca12_a295cf00_2048.jpg	(from https://oliverrice.net/image/622936205682753536)
09:20:34	58458/58458	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:20:32%20GMT	https://oliverrice.net/tagged/android-app://com.tumblr/tumblr/x-callback-url/blog?blogName=oliverrice%26postID=615340005124177920	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/tagged/android-app_/com.tumblr/tumblr/x-callback-url/blog89bb	(from https://oliverrice.net/tagged/darkroom)
09:20:34	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2022%20Mar%202021%2022:20:33%20GMT	https://www.pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615420122609451008%26media=https://64.media.tumblr.com/43eb5b9365514fef50312b606c1bc967/8718c19f2e2dad64-1f/s500x750/fcb0ed4a5ad47b41fd4e076cfc9377939686a24e.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/www.pinterest.com/pin/create/button/indexa33b.html	(from https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615420122609451008&media=https://64.media.tumblr.com/43eb5b9365514fef50312b606c1bc967/8718c19f2e2dad64-1f/s500x750/fcb0ed4a5ad47b41fd4e076cfc9377939686a24e.jpg)
09:20:35	58398/58398	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:20:33%20GMT	https://oliverrice.net/tagged/ios-app://305343404/tumblr/x-callback-url/blog?blogName=oliverrice&postID=615340005124177920	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/tagged/ios-app_/305343404/tumblr/x-callback-url/blogcda2	(from https://oliverrice.net/tagged/darkroom)
09:20:36	64573/64573	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:20:34%20GMT	https://oliverrice.net/post/615346199502962688	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615346199502962688.html	(from https://oliverrice.net/tagged/darkroom)
09:20:37	64575/64575	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:20:35%20GMT	https://oliverrice.net/post/615343202835234816	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615343202835234816.html	(from https://oliverrice.net/tagged/darkroom)
09:20:37	667/667	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2022%20Mar%202021%2022:20:36%20GMT	https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615346199502962688&media=https://64.media.tumblr.com/ebe2b0b90d30d57aa83c4be522f80cee/a65b579110efce5d-93/s500x750/007ddf671c9a83c13bfb61ecac0c0dddb36e309f.png	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/pinterest.com/pin/create/button/index5729.html	(from https://oliverrice.net/tagged/darkroom)
09:20:38	206540/206540	---M--	200	added ('OK')	image/jpeg	etag:%2219eee6df878758db3ce9b32ef6aacbb6-1498089600-b93400b%22	https://64.media.tumblr.com/f998061a97fa606b209498c68b2a4399/3e25dfb08ef4fe13-1f/s1280x1920/c857e8d142a523db4d98df284758001da11f3edb.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/f998061a97fa606b209498c68b2a4399/3e25dfb08ef4fe13-1f/s1280x1920/tumblr_f998061a97fa606b209498c68b2a4399_c857e8d1_1280.jpg	(from https://oliverrice.net/tagged/darkroom)
09:20:39	64542/64542	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:20:37%20GMT	https://oliverrice.net/post/615340706789310464	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615340706789310464.html	(from https://oliverrice.net/tagged/darkroom)
09:20:39	667/667	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2022%20Mar%202021%2022:20:37%20GMT	https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615343202835234816&media=https://64.media.tumblr.com/f998061a97fa606b209498c68b2a4399/3e25dfb08ef4fe13-1f/s500x750/a472e8e6b2b19b4bd5fc0e999f1dc67a924a5150.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/pinterest.com/pin/create/button/indexa942.html	(from https://oliverrice.net/tagged/darkroom)
09:20:42	64575/64575	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Mar%202021%2022:20:38%20GMT	https://oliverrice.net/post/615340005124177920	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/615340005124177920.html	(from https://oliverrice.net/tagged/darkroom)
09:20:42	667/667	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2022%20Mar%202021%2022:20:40%20GMT	https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615340706789310464&media=https://64.media.tumblr.com/2220bce864e8795b0b28b6d01ec5b96d/74ce6b0ece3f9bb6-42/s500x750/b3c2c34ec4cd105df09f5619344109349daf5ead.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/pinterest.com/pin/create/button/indexed24.html	(from https://oliverrice.net/tagged/darkroom)
09:20:42	709780/709780	---M--	200	added ('OK')	image/jpeg	etag:%221691a0adb4ed98fa3349037952222d44-1498089600-b93400b%22	https://64.media.tumblr.com/2220bce864e8795b0b28b6d01ec5b96d/74ce6b0ece3f9bb6-42/s1280x1920/fa86b9ec03086695e727e59763e0d5c6f0b41b85.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/2220bce864e8795b0b28b6d01ec5b96d/74ce6b0ece3f9bb6-42/s1280x1920/tumblr_2220bce864e8795b0b28b6d01ec5b96d_fa86b9ec_1280.jpg	(from https://oliverrice.net/tagged/darkroom)
09:20:43	1838816/1838816	---M--	200	added ('OK')	image/png	etag:%22169dff98347076775e8ad892aae5a0fc-1498089600-b93400b%22	https://64.media.tumblr.com/ebe2b0b90d30d57aa83c4be522f80cee/a65b579110efce5d-93/s1280x1920/48be616afb053436caaa05d633b7123ed043a4b1.png	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/ebe2b0b90d30d57aa83c4be522f80cee/a65b579110efce5d-93/s1280x1920/tumblr_ebe2b0b90d30d57aa83c4be522f80cee_48be616a_1280.png	(from https://oliverrice.net/tagged/darkroom)
09:20:45	58472/58472	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2022:20:44%20GMT	https://oliverrice.net/post/android-app://com.tumblr/tumblr/x-callback-url/blog?blogName=oliverrice%26postID=615342889594159104	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/oliverrice.net/post/android-app_/com.tumblr/tumblr/x-callback-url/bloga5fc	(from https://oliverrice.net/post/615342889594159104)
09:20:45	667/667	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2022%20Mar%202021%2022:20:44%20GMT	https://pinterest.com/pin/create/button/?url=https://oliverrice.net/post/615340005124177920&media=https://64.media.tumblr.com/6069a052a076e400a2e9cd8100389443/c91c746e6e713f85-ab/s500x750/fdc2854ff22dcd457951e4d5d82d580553740582.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/pinterest.com/pin/create/button/indexd8e8.html	(from https://oliverrice.net/tagged/darkroom)
09:20:46	530368/530368	---M--	200	added ('OK')	image/jpeg	etag:%22e9264840874ed84262cab3f8d76c00df-1498089600-b93400b%22	https://64.media.tumblr.com/6069a052a076e400a2e9cd8100389443/c91c746e6e713f85-ab/s1280x1920/035aa58f63ad92ec87ffbe7e181feb05c5c5f914.jpg	C:/Users/Alexei%20Machkevitch/Desktop/clones/OR/64.media.tumblr.com/6069a052a076e400a2e9cd8100389443/c91c746e6e713f85-ab/s1280x1920/tumblr_6069a052a076e400a2e9cd8100389443_035aa58f_1280.jpg	(from https://oliverrice.net/tagged/darkroom)
